Pan y cereales;Carne;Pescado y marisco;Leche, queso y huevos;Aceites y grasas;Frutas;Legumbres y hortalizas;Dulces;Productos alimenticios n.c.o.p;Café, te y cacao;Agua mineral, refrescos y zumos;Bebidas destiladas;Vino;Cerveza;
99,271;98,668;98,361;99,378;87,951;96,865;99,015;99,586;99,659;99,538;93,519;101,327;102,134;99,125;
